url,title,published_raw,published_iso,somali,ice,fraud,court,politicians,feeding_our_future,mn_mentioned,keep,reason,tags,snippet
https://www.kare11.com/article/news/local/federal-medicaid-payments-to-minnesota-threatened-over-fraud/89-89f9fc12-fe8e-4abd-9264-579b68cf83f9,Federal Medicaid payments to Minnesota threatened over fraud,,,0,1,1,0,1,0,1,1,kept,ICE / immigration enforcement; Fraud / social programs / COVID programs; Political actors mentioned; Minnesota mentioned,
https://www.kare11.com/article/news/local/feeding-our-future-investigation/full-coverage-feeding-our-future-fraud-scheme/89-c288f8ca-2b8d-405f-b027-e15035bf42bf,FULL COVERAGE: Feeding Our Future fraud scheme,,,0,1,1,1,0,1,1,1,kept,ICE / immigration enforcement; Fraud / social programs / COVID programs; Court / legal process; Feeding Our Future; Minnesota mentioned,
https://www.kare11.com/article/news/local/galveston-plane-crash/285-39436fbc-f28c-418c-a63c-9c4941a4db60,"5 dead, 2 hospitalized after plane from Mexico crashes in Galveston Bay, Coast Guard officials say",,,0,1,0,0,0,0,0,0,missing_anchor(Somali_or_politician_or_FeedingOurFuture),ICE / immigration enforcement,
https://www.kare11.com/article/news/local/kare-11-news-featured-links/89-44022f85-e470-46e3-a182-8a540ce42946,Links featured on KARE 11 News,,,0,1,1,0,0,0,1,0,missing_anchor(Somali_or_politician_or_FeedingOurFuture),ICE / immigration enforcement; Fraud / social programs / COVID programs; Minnesota mentioned,Here are the latest links mentioned during KARE 11 newscasts.
https://www.kare11.com/article/news/local/kare11-sunrise/womans-search-for-stuffed-animal-repair-service-unlocks-community-nostalgia/89-823da9e1-0edc-4553-a26c-b3022f2befcc,Woman's search for stuffed animal repair service unlocks community nostalgia,,,0,1,0,1,0,0,0,0,missing_anchor(Somali_or_politician_or_FeedingOurFuture),ICE / immigration enforcement; Court / legal process,
https://www.kare11.com/article/news/local/minneapolis-man-sentenced-7-years-after-admitting-to-stealing-millions-from-covid-19-relief-programs/89-8c953f8d-dffd-4f2e-8316-e5c67736d479,Minneapolis man sentenced to 7 years after admitting to stealing millions from COVID-19 relief programs,,,0,1,1,1,0,0,1,0,missing_anchor(Somali_or_politician_or_FeedingOurFuture),ICE / immigration enforcement; Fraud / social programs / COVID programs; Court / legal process; Minnesota mentioned,Tezzaree El-Amin Champion has also been ordered to pay nearly $3.5 million in restitution.
https://www.kare11.com/article/news/politics/i-am-the-one-that-will-fix-it-gov-tim-walz-addresses-fraud-in-minnesota/89-5ca32eb0-9207-4ca2-b896-acaaa293bc81,'I am the one that will fix it' | Gov. Tim Walz addresses fraud in Minnesota programs,,,0,1,1,1,1,0,1,1,kept,ICE / immigration enforcement; Fraud / social programs / COVID programs; Court / legal process; Political actors mentioned; Minnesota mentioned,
https://www.kare11.com/article/news/politics/us-treasury-department-investigating-tax-fraud-allegations-in-minnesota/89-c69733d5-93a8-4b17-b6ba-d8d51aad5f50,U.S. Treasury Department investigating tax fraud allegations in Minnesota,,,1,1,1,1,1,1,1,1,kept,Somali context; ICE / immigration enforcement; Fraud / social programs / COVID programs; Court / legal process; Political actors mentioned; Feeding Our Future; Minnesota mentioned,Treasury Secretary Scott Bissent posted on X that the probe involves allegations that money involved in fraud is being diverted to the terrorist group Al Shabaab.
https://www.kare11.com/article/sports/nfl/vikings/vikings-win-overshadowed-by-quarterback-jj-mccarthy-hand-injury/89-f0d7f4a0-3293-40bb-a814-5ca40c5715f6,Vikings win overshadowed by J.J. McCarthy's hand injury,,,0,1,0,0,0,0,1,0,missing_anchor(Somali_or_politician_or_FeedingOurFuture),ICE / immigration enforcement; Minnesota mentioned,
https://www.kare11.com/article/syndication/associatedpress/edwards-scores-24-as-wolves-outlast-bucks-103-100-for-their-9th-win-in-11-games/616-c3792410-5463-4c7f-aa50-8bb52372d7a2,Edwards scores 24 as Wolves outlast Bucks 103-100 for their 9th win in 11 games,,,0,1,0,0,0,0,1,0,missing_anchor(Somali_or_politician_or_FeedingOurFuture),ICE / immigration enforcement; Minnesota mentioned,Anthony Edwards scored 24 points and the Minnesota Timberwolves rode timely 3-pointers from Donte DiVincenzo and Terrence Shannon Jr. to a 103-100 victory over...
https://www.kare11.com/article/weather/forecast/latest-minnesota-weather/89-d44129df-c1cb-4874-9a11-9e5ae525daeb,WEATHER: Great weather for travel Tuesday,,,0,1,0,0,0,0,1,0,missing_anchor(Somali_or_politician_or_FeedingOurFuture),ICE / immigration enforcement; Minnesota mentioned,"Weather conditions in Minneapolis, St. Paul, the metro area and Greater Minnesota."
https://www.kare11.com/article/weather/latest-minnesota-weather/89-d44129df-c1cb-4874-9a11-9e5ae525daeb,WEATHER: Quiet & mild week ahead,,,0,1,0,0,0,0,1,0,missing_anchor(Somali_or_politician_or_FeedingOurFuture),ICE / immigration enforcement; Minnesota mentioned,"Weather conditions in Minneapolis, St. Paul, the metro area and Greater Minnesota."
